_title_norm,title,quantity
fundamentals of communication systems,Fundamentals of Communication Systems,5
structural analysis -ii,Structural Analysis -II,5
marketing futures work,Marketing Futures Work,5
geotechnical engineering: principles and practices of soil mechanics and foundation engineering,Geotechnical engineering: principles and practices of soil mechanics and foundation engineering,5
structural geology,Structural Geology,5
geology of india and burma,Geology of India and Burma,5
fundamentals of --flow,Fundamentals of --flow,5
introduction to sustainability,Introduction to sustainability,5
introduction to telecommunication,Introduction to Telecommunication,5
solid state chemistry and itsl applications,Solid State Chemistry and itsl Applications,5
introduction to energy conversion vol.iii,Introduction to Energy Conversion Vol.III,5
structure analysis vol. 2,Structure analysis Vol. 2,5
hacking computer forensics exposed: secrets and solutions,Hacking computer forensics exposed: Secrets and solutions,5
guide for ies electrial engineering: engineering services examinations,Guide for IES Electrial Engineering: Engineering Services Examinations,5
introduction to energy conversion vol.ii,Introduction to Energy Conversion Vol.II,5
fundamental of--sensor systems,Fundamental of--sensor systems,5
introduction to embedded system,Introduction to Embedded System,5
principles of machine tools,Principles of Machine Tools,5
modern processor design: fundamental of superscalar processors,Modern Processor design: Fundamental of superscalar Processors,5
introduction to database management systems,Introduction to Database Management Systems,5
guide to patterns & usage in english,Guide to Patterns & Usage in English,5
introductions to logic & computer design,Introductions to Logic & Computer Design,5
guide to public sector electrical engineering: engineer/ management tranee recruitment exam.,Guide to Public Sector Electrical Engineering: Engineer/ Management Tranee Recruitment Exam.,5
fundamental of signals &system,Fundamental of Signals &System,5
structure and properties of engineering materials,Structure and properties of engineering Materials,5
getting started with matlab,Getting Started with MATLAB,5
principles of electric machines & power electronics,Principles of electric machines & power electronics,5
make : wearable electronics,Make : wearable electronics,5
making breakthrough innovation happen: how eleven indians pulled off the impossible,Making breakthrough innovation happen: how eleven indians pulled off the impossible,5
introduction to robotics,Introduction to Robotics,5
"pulse, digits and switching waveforms","Pulse, Digits and Switching Waveforms",5
introduction to object-oriented programming & c++,Introduction to Object-Oriented Programming & C++,5
introduction to numerical analysis,Introduction to Numerical Analysis,5
introduction to nonlinear optimization,Introduction to nonlinear optimization,5
"managing natural disasters: hydrological, marine and geological disasters","Managing natural disasters: hydrological, marine and geological disasters",5
modern wireless communication,Modern Wireless Communication,5
fundamentals of ecology,Fundamentals of Ecology,5
global navigation satellite systems: with essentials of satellite communications,Global navigation satellite systems: with essentials of satellite communications,5
great derangement: climate change and the unthinkable,Great derangement: climate change and the unthinkable,5
fundamentals of electric drives,Fundamentals of Electric Drives,5
structural analysis: a matrix approach,Structural analysis: a matrix approach,5
introduction to robotics analysis systems applications,Introduction to Robotics Analysis Systems Applications,5
modern systems analysis and design,Modern Systems Analysis and Design,5
fundamentals of data structure in c++,Fundamentals of Data Structure in C++,5
modern short stories in english,Modern short stories in english,5
manufacturing engg. and technology,Manufacturing Engg. and Technology,5
multimedia marketin it work,Multimedia Marketin It Work,5
"introduction to nanoelectronics: science nanotechnology, engineering & applications","Introduction to Nanoelectronics: science nanotechnology, engineering & applications",5
introduction to measurement & analysis,Introduction to Measurement & Analysis,5
introduction to signals & systems,Introduction to Signals & Systems,5
green technologies: for a better future,Green technologies: for a better future,5
solid state electronics,Solid State Electronics,5
introduction to logic & computer design,Introduction to Logic & Computer Design,5
project planning analysis selection: financing implementation & review,Project Planning Analysis Selection: Financing Implementation & Review,5
statistical and thermal physics,Statistical and Thermal Physics,5
fuzzy sets and fuzzy logic,Fuzzy Sets and Fuzzy Logic,5
modern physics,Modern Physics,5
internetworking with tcp/ip,Internetworking With TCP/IP,5
programming and customizing the 8051 micro controller,Programming and Customizing the 8051 Micro controller,5
handbook on concrete reinforcement and detailing,Handbook on Concrete Reinforcement and Detailing,5
measurement systems: applies design,Measurement Systems: Applies Design,5
handbook on masonary design & construction,Handbook on Masonary Design & Construction,5
principles of interactive computer graphics,Principles of Interactive Computer Graphics,5
fundamentals of laser systems & applications,Fundamentals of Laser Systems & Applications,5
foundation fo computing,Foundation fo Computing,5
head first android development,Head first android development,5
quantitative methods 4th,Quantitative Methods 4th,5
principles of optical .....and opto9electronics,Principles of Optical .....And Opto9Electronics,5
mechanical engineering gate-2017,Mechanical engineering GATE-2017,5
linear programming,Linear Programming,5
mechanical science-ii: thermodynamics...,Mechanical science-II: Thermodynamics...,5
hand book of designing and installation of services in high ... complexes,Hand Book of designing and installation of services in High ... Complexes,5
internet: the complete reference 2nd,Internet: The Complete Reference 2nd,5
fundamentals of logic design,Fundamentals of Logic Design,5
head first servlets & jsp,Head first servlets & JSP,5
rutley's elements of mineralogy,Rutley's Elements of Mineralogy,5
introduction to quantum mechanics,Introduction to quantum mechanics,5
fluid mechanics---engineering,Fluid mechanics---engineering,5
software methods for software testing,Software Methods For Software Testing,5
mechanics: berkeley physics course-vol i,Mechanics: Berkeley physics course-vol I,5
