book_id,_unique_key,title,author,editionstatement,publishercode,copyrightdate,itemcallnumber,quantity
2714,"fundamentals of --flow||yahya, s m||2nd ed.||new age inter.||1998",Fundamentals of --flow,"YAHYA, S M",2nd ed.,NEW AGE INTER.,1998,621.932323 YAH,5
2715,"fundamentals of aerodynamics||anderson, j.i.||4th ed.||tata mcgraw hill||2007",Fundamentals of Aerodynamics,"Anderson, J.I.",4th ed.,Tata McGraw Hill,2007,533.62 AND,3
2716,"fundamentals of analog circuits||floyd, thomas l.||2nd ed.||pearson||2002",Fundamentals of Analog Circuits,"Floyd, Thomas L.",2nd ed.,Pearson,2002,621.3815 FLO,1
2717,fundamentals of applied statistics||gupta & kapoor||3rd||sultan chand||2002,Fundamentals of Applied Statistics,Gupta & Kapoor,3rd,SULTAN CHAND,2002,519.5 GUP,7
2718,"fundamentals of artificial intelligence and expert systems||janakraman,v.s.||1st ed.||macmillan press||1993",Fundamentals of Artificial Intelligence and Expert Systems,"Janakraman,V.S.",1st ed.,Macmillan press,1993,006.3 JAN,1
2719,"fundamentals of artificial intelligence and expert||jankiraman,v.s.||1st||macmillion press||2005",Fundamentals of Artificial Intelligence and Expert,"Jankiraman,V.S.",1st,Macmillion press,2005,006.3 JAN,10
2720,"fundamentals of cad/cam||sharma, vikas||1st||internatonal pub||2008",Fundamentals of CAD/CAM,"Sharma, Vikas",1st,Internatonal Pub,2008,670.285 SHA,20
2721,"fundamentals of communication systems||proakis, john g.||3 imp.||pearson education||2008",Fundamentals of Communication Systems,"Proakis, John G.",3 imp.,Pearson Education,2008,621.382 PRO,5
2722,"fundamentals of compressible flow||yahya, s m||2nd||new age inter.||1998",Fundamentals of compressible flow,"YAHYA, S M",2nd,NEW AGE INTER.,1998,621.932323 YAH,5
2723,"fundamentals of compressible flow||yahya, s.m.||3rd||new age inter||2005",Fundamentals of compressible flow,"Yahya, S.M.",3rd,New age inter,2005,621.93232 YAH,5
2724,"fundamentals of compressible fluid dynamics||balachandran, p.||1st ed.||phi||2014",Fundamentals of compressible fluid dynamics,"Balachandran, P.",1st ed.,PHI,2014,620.1064 BAL,10
2725,"fundamentals of computational fluid dynamics||sengupta, t.k.||1st ed.||university press||2005",Fundamentals of Computational Fluid Dynamics,"Sengupta, T.K.",1st ed.,University press,2005,532.05 SEN,3
2726,"fundamentals of computational fluid dynamics||sengupta, tapan k.||1st ed.||university press||2011",Fundamentals of Computational Fluid Dynamics,"Sengupta, Tapan K.",1st ed.,University Press,2011,532.05 SEN,1
2727,"fundamentals of computer & programming with c||sharma, a.k.||1st ed.||dhanpat rai pub.||2008",Fundamentals of Computer & Programming with C,"Sharma, A.K.",1st ed.,Dhanpat Rai Pub.,2008,005.133 SHA,50
2728,"fundamentals of computer algorithms||horowitz, e. etc||1st ed.||galgotia  pub.||2010",Fundamentals of computer algorithms,"HOROWITZ, E. etc",1st ed.,GALGOTIA  PUB.,2010,005.1 HOR,1
2729,"fundamentals of computer algorithms||horowitz, e. etc||||galgotia  pub.||2010",Fundamentals of computer algorithms,"HOROWITZ, E. etc",,GALGOTIA  PUB.,2010,005.1 HOR,1
2730,"fundamentals of computer and program||sharma, ak||1st ed.||dhanpat rai||2005",Fundamentals of Computer and Program,"Sharma, AK",1st ed.,Dhanpat Rai,2005,5.133 SHA,139
2731,"fundamentals of computers & programming in c||dixit, j b||1st ed.||laxmi pub.||2008",Fundamentals of Computers & Programming in C,"Dixit, J B",1st ed.,Laxmi Pub.,2008,005.133 DIX,19
2732,"fundamentals of computers & programming with c||sharma, a.k.||1st ed.||dhanpat rai publication||2009",Fundamentals of Computers & Programming With C,"SHARMA, A.K.",1st ed.,DHANPAT RAI PUBLICATION,2009,005.133 SHA,94
2733,"fundamentals of computers and programming with c||sharma, a.k.||1st ed.||dhanpat rai & sons||2005",Fundamentals of Computers and Programming with C,"Sharma, A.K.",1st ed.,Dhanpat rai & sons,2005,005.133 SHA,12
2734,"fundamentals of computers and programming with c||sharma, a.k.||1st||dhanpat rai & sons||2005",Fundamentals of Computers and Programming with C,"Sharma, A.K.",1st,Dhanpat rai & sons,2005,005.133 SHA,9
2735,"fundamentals of computers and programming with c||sharma, a.k.||5th||dhanpat rai & sons||2007",Fundamentals of Computers and Programming with C,"Sharma, A.K.",5th,Dhanpat Rai & Sons,2007,005.133 SHA 37,2
2736,"fundamentals of computers and programming with c||sharma,a.k.||1st||dhnapat rai||2005",Fundamentals of Computers and Programming with C,"Sharma,A.K.",1st,Dhnapat rai,2005,005.133 SHA,9
2737,fundamentals of computers||rajaraman (v)||3rd||prentice hall of india||2001,Fundamentals of Computers,RAJARAMAN (V),3rd,PRENTICE HALL OF INDIA,2001,004.2 RAJ; R,17
2738,"fundamentals of computer||ram, badri||4th ed.||dhanpat rai & sons||2001",Fundamentals of computer,"RAM, BADRI",4th ed.,DHANPAT RAI & SONS,2001,004.165 RAM,1
2739,"fundamentals of convolutional coding||johannesson, r.||1st ed.||universities press||2001",Fundamentals of Convolutional Coding,"Johannesson, R.",1st ed.,Universities Press,2001,003.54 JOH,1
2740,"fundamentals of convolutional coding||johannesson, r.||||universities press||2001",Fundamentals of Convolutional Coding,"Johannesson, R.",,Universities Press,2001,003.54 JOH,1
2741,fundamentals of data structure in c++||horowitz (ellis) and etc.||1st||universities press||2007,Fundamentals of Data Structure in C++,HOROWITZ (ELLIS) AND ETC.,1st,Universities Press,2007,005.73 HOR;R,5
2742,fundamentals of data structure in c||horowitz & hill||1st ed.||mc.graw hills||2001,Fundamentals of Data Structure in C,HOROWITZ & HILL,1st ed.,MC.GRAW HILLS,2001,005.73 HOR,1
2743,"fundamentals of data structures in c++||horowitz, ellis and others||1st ed.||university press||2017",Fundamentals of data Structures in C++,"Horowitz, Ellis and others",1st ed.,University Press,2017,005.73 HOR,2
2744,"fundamentals of data structures||horowitz, ellis and etc.||1st||galgotia book source||1999",Fundamentals of data structures,"HOROWITZ, ELLIS AND ETC.",1st,GALGOTIA BOOK SOURCE,1999,005.73 HOR,1
2745,"fundamentals of data structure||horowitz, ellis and etc.||1st||galgotia book source||1999",Fundamentals of Data Structure,"HOROWITZ, ELLIS AND ETC.",1st,GALGOTIA BOOK SOURCE,1999,005.73 HOR,1
2746,"fundamentals of data structure||horowitz, ellis and etc.||||galgotia book source||1999",Fundamentals of Data Structure,"HOROWITZ, ELLIS AND ETC.",,GALGOTIA BOOK SOURCE,1999,005.73 HOR,2
2747,"fundamentals of database systems||navathe, s.b & elmasri, r||3rd||pearson||2001",Fundamentals of Database Systems,"Navathe, S.B & Elmasri, R",3rd,Pearson,2001,5.74 NAV,74
2748,"fundamentals of database systems||navathe, s.b & elmasri, r||5th ed.||pearson edu.||2009",Fundamentals of Database Systems,"Navathe, S.b & Elmasri, R",5th ed.,Pearson Edu.,2009,005.74 NAV,1
2749,"fundamentals of database systems||navathe, shamkant b. and elmasri ramez||1st ed.||pearson||2018",Fundamentals of database systems,"Navathe, Shamkant B. and Elmasri Ramez",1st ed.,Pearson,2018,005.74 NAV,3
2750,"fundamentals of database systems||navathe,s.b.||1st||pearson||2005",Fundamentals of Database Systems,"Navathe,S.B.",1st,Pearson,2005,005.74 NAV,7
2751,"fundamentals of deep learning||buduma,nikhil||2nd||new delhi: sdp||2022",Fundamentals of Deep Learning,"Buduma,Nikhil",2nd,New Delhi: SDP,2022,828.509 BUD,23
2752,"fundamentals of design and manufacturing||lal, g. k.||1st ed.||narso publishing house||2011",Fundamentals of design and manufacturing,"Lal, G. K.",1st ed.,Narso Publishing House,2011,620.0042 LAL,10
2753,fundamentals of digital circuits||kumar (a.anand)||3rd prr.||prentice-hall||2002,Fundamentals of Digital Circuits,KUMAR (A.ANAND),3rd Prr.,Prentice-hall,2002,621.3815 KUM R,4
2754,"fundamentals of digital circuits||kumar, a. anand||1st ed.||phi learning||2016",Fundamentals of Digital Circuits,"Kumar, A. Anand",1st ed.,PHI Learning,2016,621.3815 KUM,26
2755,"fundamentals of digital circuits||kumar,a.||1st||prentice hall||2001",Fundamentals of Digital Circuits,"Kumar,A.",1st,Prentice hall,2001,621.3815 KUM,2
2756,"fundamentals of digital communications||madhow, upmanyu||1st ed.||cambridge university press||2009",Fundamentals of Digital Communications,"Madhow, Upmanyu",1st ed.,Cambridge University Press,2009,621.382 MAD,6
2757,"fundamentals of digital communications||madhow, upmanyu||||cambridge university press||2009",Fundamentals of Digital Communications,"Madhow, Upmanyu",,Cambridge University Press,2009,621.382 MAD,4
2758,"fundamentals of digital image processing||jain, anil k.||1st ed.||pearson||2016",Fundamentals of digital image processing,"Jain, Anil K.",1st ed.,Pearson,2016,006.42 JAI,4
2759,"fundamentals of digital image processing||jain, anil k||1st ed.||prantice hall of india||1989",Fundamentals of Digital Image Processing,"JAIN, ANIL K",1st ed.,PRANTICE HALL OF INDIA,1989,006.42 JAI,1
2760,"fundamentals of digital image processing||jain, anil k||||prantice hall of india||1989",Fundamentals of Digital Image Processing,"JAIN, ANIL K",,PRANTICE HALL OF INDIA,1989,006.42 JAI,4
2761,"fundamentals of digital logic with verilog design||brown, s. and vranesic, z.||2nd||tata mcgraw hill||2007",Fundamentals of Digital Logic With Verilog Design,"Brown, S. and Vranesic, Z.",2nd,Tata McGraw Hill,2007,621.395 BRO,5
2762,"fundamentals of digital marketing||bhatia, puneet singh||1st ed.||pearson||2019",Fundamentals of Digital marketing,"Bhatia, Puneet Singh",1st ed.,Pearson,2019,658.872 BHA,8
2763,fundamentals of ecology||odum (ed)||3rd||nataraj publishers||1996,Fundamentals of Ecology,ODUM (ED),3rd,NATARAJ PUBLISHERS,1996,577 ODU R,5
2764,fundamentals of electric circuit theory 185 paid l: lost||chattopadhyay (d) and rakshit (p.c)||6th rev.||s.chand and co. ltd.||2004,Fundamentals of Electric Circuit Theory 185 Paid L: Lost,CHATTOPADHYAY (D) AND RAKSHIT (P.C),6th Rev.,S.CHAND AND CO. LTD.,2004,621.3215 CHA 2(LRN28394),1
2765,fundamentals of electric circuit theory||chattopadhyay (d) and rakshit (p.c)||6th rev.||s.chand and co. ltd.||2004,Fundamentals of Electric Circuit Theory,CHATTOPADHYAY (D) AND RAKSHIT (P.C),6th Rev.,S.CHAND AND CO. LTD.,2004,621.3215 CHA R,9
2766,"fundamentals of electric circuits||alexande, c.k and sadiku, mnd||3rd||tata mcgraw hill||2007",Fundamentals of Electric Circuits,"Alexande, C.K and Sadiku, MND",3rd,Tata McGraw Hill,2007,621.3815 ALE,7
2767,fundamentals of electric circuits||alexander charles k. and  sadiku matthew .n.o||1st ed.||tmh||2013,Fundamentals of electric circuits,Alexander Charles K. and  Sadiku matthew .N.O,1st ed.,TMH,2013,621.3815 ALE,36
2768,fundamentals of electric circuits||alexander charles k. and  sadiku matthew .n.o||3rd ed.||tata mcgraw hill||2008,Fundamentals of Electric Circuits,Alexander Charles K. And  Sadiku Matthew .n.o,3rd Ed.,Tata McGraw Hill,2008,621.3815 ALE,3
2769,"fundamentals of electric circuits||alexander, c.k and sadiku, m.n.||3rd||tata mcgraw hill||2007",Fundamentals of Electric Circuits,"Alexander, C.K and Sadiku, M.N.",3rd,Tata McGraw Hill,2007,621.3815 ALE,1
2770,"fundamentals of electric circuits||alexander, c.k. and sadiku, m.n||3rd||tata mcgraw hill||2008",Fundamentals of electric circuits,"Alexander, C.K. and Sadiku, M.N",3rd,Tata McGraw hill,2008,621.3815 ALE,1
2771,fundamentals of electric circuits||gupta (br)||1st ed.||s.chand and co. ltd.||1988,Fundamentals of Electric Circuits,GUPTA (BR),1st ed.,S.CHAND AND CO. LTD.,1988,621.3192 GUP 1,1
2772,"fundamentals of electric drives||sharkawi, ei-mohmed a.||1st ed.||cengage learning||2009",Fundamentals of Electric Drives,"Sharkawi, EI-Mohmed A.",1st ed.,Cengage Learning,2009,621.313 SHA,1
2773,"fundamentals of electric drives||sharkawi, ei-mohmed a.||||cengage learning||2009",Fundamentals of Electric Drives,"Sharkawi, EI-Mohmed A.",,Cengage Learning,2009,621.313 SHA,4
2774,"fundamentals of electric machines||gupta, b. r. & singhal||2nd||new age inter.||2000",Fundamentals of electric machines,"GUPTA, B. R. & SINGHAL",2nd,NEW AGE INTER.,2000,621.313 GUP,1
2775,"fundamentals of electric machines||gupta, b. r. & singhal||||new age inter.||2000",Fundamentals of electric machines,"GUPTA, B. R. & SINGHAL",,NEW AGE INTER.,2000,621.313 GUP,9
2776,"fundamentals of electric machines||gupta,b r||2nd||new age international||2003",Fundamentals of electric Machines,"Gupta,B R",2nd,New age international,2003,621.313 GUP,10
2777,"fundamentals of electric waves||skilling, hugh h.||1st ed.||ane books||2009",Fundamentals of electric waves,"Skilling, Hugh H.",1st ed.,Ane Books,2009,621.315 SKI,1
2778,"fundamentals of electrical drivers||duby, g.k.||2nd ed.||narosa,||2009",Fundamentals of electrical Drivers,"Duby, G.K.",2nd ed.,"Narosa,",2009,621.39 DUB,1
2779,"fundamentals of electrical drives||dubey, gopal k||2nd ed.||narosa||2014",Fundamentals of electrical drives,"Dubey, Gopal K",2nd ed.,Narosa,2014,621.3 DUB,1
2780,"fundamentals of electrical eng.and electronics||gupta, j b||1st ed.||s.k kataria||2000",Fundamentals of Electrical Eng.and Electronics,"GUPTA, J B",1st ed.,S.K KATARIA,2000,621.3 GUP,4
2781,"fundamentals of electrical engineering||hussain, a.||3rd||dhanpat rai||2005",Fundamentals of Electrical Engineering,"Hussain, A.",3rd,Dhanpat rai,2005,621.3 HUS,9
2782,"fundamentals of electromagnetics with matlab||lonngren, k.e. & savov,s.v.||2nd ed.||phi||2009",Fundamentals of Electromagnetics with MATLAB,"LONNGREN, K.E. & SAVOV,S.V.",2nd ed.,PHI,2009,537 LON,1
2783,"fundamentals of electromagnetics with matlab||lonngren, k.e. & savov,s.v.||||phi||2009",Fundamentals of Electromagnetics with MATLAB,"LONNGREN, K.E. & SAVOV,S.V.",,PHI,2009,537 LON,4
2784,"fundamentals of electromagnetics with matlab||lonngren,h.e.||1st||prentice hall||2005",Fundamentals of Electromagnetics with MATLAB,"Lonngren,H.E.",1st,Prentice hall,2005,537 LON,5
2785,fundamentals of embedded software||lewis (daniel w.)||1st||pearson edu. asia||2004,Fundamentals of Embedded Software,LEWIS (DANIEL W.),1st,PEARSON EDU. ASIA,2004,005.1 LEW R,2
2786,"fundamentals of engineering drawing||luzadder, w.j and duff, jon m.||11th||phi||2008",Fundamentals of Engineering Drawing,"Luzadder, W.J and Duff, Jon M.",11th,PHI,2008,604.2 LUZ,2
2787,"fundamentals of engineering drawing||luzadder, w.j. and duff jon m.||11th||phi||2002",Fundamentals of Engineering Drawing,"Luzadder, W.J. and Duff Jon M.",11th,PHI,2002,604.2 LUZ,6
2788,"fundamentals of engineering heat and mass transfer: si units||sachdeva, r.c.||4th ed.||new age||2014",Fundamentals of engineering heat and mass transfer: SI units,"Sachdeva, R.C.",4th ed.,New age,2014,621.4022 SAC,30
2789,"fundamentals of engineering thermodynamics||rathakrishnan, e.||2nd||phi||2005",Fundamentals of Engineering Thermodynamics,"Rathakrishnan, E.",2nd,PHI,2005,621.4021 RAT,2
2790,"fundamentals of engineering thermodynamics||rathakrrishnan,e.||2nd||phi||2006",Fundamentals of Engineering Thermodynamics,"Rathakrrishnan,E.",2nd,PHI,2006,621.4021 RAT,5
2791,"fundamentals of error correcting codes||huffman, w. cary||rep.||cambridge university press||2009",Fundamentals of Error Correcting Codes,"Huffman, W. Cary",rep.,Cambridge University Press,2009,621.3 HUF,1
2792,"fundamentals of error correcting codes||huffman, w. cary||||cambridge university press||2009",Fundamentals of Error Correcting Codes,"Huffman, W. Cary",,Cambridge University Press,2009,621.3 HUF,1
2793,"fundamentals of ethics: for scientists and engineers||seebauer, edmund g||1st ed.||oxford||2015",Fundamentals of ethics: for scientists and engineers,"Seebauer, Edmund G",1st ed.,Oxford,2015,174.962 SEE,1
2794,fundamentals of fiber optics||pal(bishnu p)||1st ed.||new age inter.||1992,Fundamentals of fiber optics,PAL(BISHNU P),1st ed.,NEW AGE INTER.,1992,621.3692 PAL 7,2
2795,fundamentals of finite element analysis||hutton d.||1st ed.||tata mcgraw hill||2004,fundamentals of finite element analysis,Hutton D.,1st ed.,Tata McGraw Hill,2004,515.353028 HUT,2
2796,fundamentals of futures and options markets||hull (john c.)||4th||pearson edu. asia||2003,Fundamentals of Futures and Options Markets,HULL (JOHN C.),4th,PEARSON EDU. ASIA,2003,330.122 HUL R,6
2797,"fundamentals of hdl design||cyril, prasanna raj||1st ed.||sanguine technical publication||2009",Fundamentals of HDL Design,"Cyril, Prasanna Raj",1st ed.,Sanguine Technical Publication,2009,621.3 CYR,5
2798,fundamentals of heat and mass transfer||incropera (f.p) and de witt (d.p)||5th||john wiley & sons||2002,Fundamentals of Heat and Mass Transfer,INCROPERA (F.P) AND DE WITT (D.P),5th,JOHN WILEY & SONS,2002,621.4022 INC 1,10
2799,"fundamentals of heat and mass transfer||incropera, f.p & de witt, d.p.||5th ed.||john wiley india||2008",Fundamentals of Heat and Mass Transfer,"INCROPERA, F.P & DE WITT, D.P.",5th ed.,John Wiley India,2008,621.4022 INC,4
2800,"fundamentals of heat and mass transfer||incropera, frank p. and dewitt, d.p.||5th ed.||wiley||2008",Fundamentals of Heat and Mass Transfer,"Incropera, Frank p. and Dewitt, D.P.",5th ed.,Wiley,2008,621.4022 INC,5
2801,"fundamentals of incompressible fluid flow||babu, v.||1st ed.||ane books||2010",Fundamentals of Incompressible Fluid Flow,"Babu, V.",1st ed.,Ane Books,2010,620.106 BAB,1
2802,"fundamentals of industrial instrumentation & process control||dunn, william c.||1st ed.||tata mc graw hill||2009",Fundamentals of Industrial Instrumentation & Process Control,"Dunn, William C.",1st ed.,Tata Mc Graw Hill,2009,621.30827 DUN,1
2803,"fundamentals of industrial instrumentation & process control||dunn, william c.||||tata mc graw hill||2009",Fundamentals of Industrial Instrumentation & Process Control,"Dunn, William C.",,Tata Mc Graw Hill,2009,621.30827 DUN,2
2804,"fundamentals of information technology||leon, alexic & leon||1st||ubs pub||1999",Fundamentals of Information Technology,"LEON, ALEXIC & LEON",1st,UBS PUB,1999,004 LEO,1
2805,"fundamentals of information technology||leon, alexic & leon||||ubs pub||1999",Fundamentals of Information Technology,"LEON, ALEXIC & LEON",,UBS PUB,1999,004 LEO,14
2806,"fundamentals of internal combustion engines||gupta, h.n.||1st ed.||phi||2006",Fundamentals of Internal Combustion Engines,"Gupta, H.N.",1st ed.,PHI,2006,621.3 GUP,1
2807,"fundamentals of internal combustion engines||gupta, h.n.||||phi||2006",Fundamentals of Internal Combustion Engines,"Gupta, H.N.",,PHI,2006,621.3 GUP,3
2808,"fundamentals of laser systems & applications||katiyar, a. k.||1st ed.||wiley||2015",Fundamentals of Laser Systems & Applications,"Katiyar, A. K.",1st ed.,Wiley,2015,621.363 KAT,5
2809,"fundamentals of logic design||roth, charles h.||5 ed.||brooks/ cole||2004",Fundamentals of Logic Design,"Roth, Charles H.",5 ed.,Brooks/ Cole,2004,621.395 ROT,5
